team,first_name,second_name,web_name,minutes,goals_scored,assists,yellow_cards,red_cards,expected_assists,expected_goals,starts
Aston Villa,Matty,Cash,Cash,3016,3,3,9,0,2.94,1.14,34
Aston Villa,Tyrone,Mings,Mings,1322,0,1,1,0,0.42,1.30,15
Aston Villa,Pau,Torres,Pau,1673,0,2,1,0,0.39,1.33,18
Aston Villa,Lamare,Bogarde,Bogarde,1042,0,0,5,0,0.20,0.00,11
Aston Villa,Ian,Maatsen,Maatsen,1590,0,1,2,0,2.39,1.26,17
Aston Villa,Victor,Lindelöf,Lindelöf,942,0,1,0,0,0.10,0.28,11
Aston Villa,Andrés,García,A.García,83,0,0,0,0,0.01,0.00,1
Aston Villa,Kosta,Nedeljkovic,Nedeljkovic,0,0,0,0,0,0.00,0.00,0
Aston Villa,Emiliano,Buendía Stati,Buendía,1753,6,2,6,0,2.23,3.38,21
Aston Villa,Evann,Guessand,Guessand,909,1,3,0,0,0.85,1.56,9
Aston Villa,Leon,Bailey,Bailey,450,0,2,1,0,1.46,0.50,3
Aston Villa,John,McGinn,McGinn,2136,5,4,5,0,4.11,3.00,28
Aston Villa,Ross,Barkley,Barkley,844,3,2,1,0,1.26,1.58,7
Aston Villa,Boubacar,Kamara,Kamara,1410,1,3,5,0,0.84,0.53,17
Aston Villa,Amadou,Onana,Onana,1755,2,0,3,0,0.69,1.68,21
Aston Villa,Samuel,Iling-Junior,Iling Jr,0,0,0,0,0,0.00,0.00,0
Aston Villa,Bradley,Burrowes,Burrowes,16,0,0,0,0,0.00,0.00,0
Aston Villa,George,Hemmings,George Hemmings,25,0,0,0,0,0.01,0.04,0
Aston Villa,Alysson Edward Franco,da Rocha dos Santos,Alysson,47,0,0,0,0,0.05,0.05,0
Aston Villa,Johan,Manzambi,Manzambi,0,0,0,0,0,0.00,0.00,0
Aston Villa,Joao,Gomes,Gomes,2207,1,1,9,0,1.34,1.15,25
Aston Villa,Ollie,Watkins,Watkins,2833,16,4,4,0,1.18,15.40,33
Aston Villa,Tammy,Abraham,Abraham,278,2,0,0,0,0.36,2.05,2
Aston Villa,Alejandro,Garnacho Ferreyra,Garnacho,1261,1,4,2,0,3.68,3.44,14
Bournemouth,Đorđe,Petrović,Petrović,3420,0,0,3,0,0.00,0.00,38
Bournemouth,Fraser,Forster,Forster,0,0,0,0,0,0.00,0.00,0
Bournemouth,Will,Dennis,Dennis,0,0,0,0,0,0.00,0.00,0
Bournemouth,James,Hill,Hill,2102,0,3,5,0,1.16,0.89,22
Bournemouth,Adrien,Truffert,Truffert,3378,1,6,5,0,3.07,1.35,38
Bournemouth,Bafodé,Diakité,Diakité,1275,0,0,1,0,0.19,0.02,15
Bournemouth,Veljko,Milosavljevic,Milosavljević,367,0,0,0,0,0.19,0.15,4
Bournemouth,Adam,Smith,Smith,1073,0,2,3,0,0.23,0.00,14
Bournemouth,Julián,Araujo Zúñiga,J.Araujo,0,0,0,0,0,0.00,0.00,0
Bournemouth,Julio,Soler Barreto,Soler,34,0,0,0,0,0.00,0.00,0
Bournemouth,Rayan Vitor,Simplício Rocha,Rayan,1110,5,2,1,0,1.84,2.67,13
Bournemouth,Marcus,Tavernier,Tavernier,2732,7,4,6,0,4.60,9.06,31
Bournemouth,Alex,Scott,Scott,2848,3,2,5,0,2.94,3.80,34
Bournemouth,Justin,Kluivert,Kluivert,945,2,0,5,0,1.55,2.31,10
Bournemouth,Lewis,Cook,Cook,872,0,1,1,1,0.52,0.07,8
Bournemouth,Ben,Gannon-Doak,Gannon-Doak,105,0,1,0,0,0.13,0.26,0
Bournemouth,Tyler,Adams,Adams,1769,2,2,8,0,0.63,0.63,21
Bournemouth,David,Brooks,Brooks,1188,1,3,7,0,3.40,5.81,13
Bournemouth,Ryan,Christie,Christie,978,2,1,3,1,0.79,1.81,9
Bournemouth,Alex,Tóth,Tóth.A,135,0,0,1,0,0.33,0.11,2
Bournemouth,Amine,Adli,Adli,1074,3,2,2,0,1.62,2.60,10
Bournemouth,Junior,Kroupi,Kroupi.Jr,1663,13,0,5,0,1.51,8.31,21
Bournemouth,Francisco Evanilson,de Lima Barbosa,Evanilson,2741,6,7,2,0,1.48,10.64,32
Bournemouth,Enes,Ünal,Enes Ünal,214,1,0,1,0,0.07,2.00,0
Bournemouth,Álvaro,Rodríguez,Rodríguez,0,0,0,0,0,0.00,0.00,0
Bournemouth,António João,Pereira de Albuquerque Tavares da Silva,Silva,0,0,0,0,0,0.00,0.00,0
Brentford,Caoimhín,Kelleher,Kelleher,3330,0,0,1,0,0.22,0.00,37
Brentford,Hákon Rafn,Valdimarsson,Valdimarsson,90,0,0,0,0,0.00,0.00,1
Brentford,Nathan,Collins,Collins,2971,1,2,7,0,1.71,2.24,32
Brentford,Sepp,van den Berg,Van den Berg,2761,0,3,2,0,1.45,3.36,30
Brentford,Keane,Lewis-Potter,Lewis-Potter,1960,3,4,1,0,2.51,3.01,22
Brentford,Kristoffer,Ajer,Ajer,1805,0,2,4,0,0.73,0.69,20
Brentford,Michael,Kayode,Kayode,3258,1,2,8,0,2.89,1.28,37
Brentford,Rico,Henry,Henry,1322,0,2,2,0,0.54,0.18,14
Brentford,Aaron,Hickey,Hickey,679,0,0,1,0,0.17,0.44,8
Brentford,Ethan,Pinnock,Pinnock,318,0,0,1,0,0.06,0.01,4
Brentford,Kim,Ji-soo,Ji-soo,0,0,0,0,0,0.00,0.00,0
Brentford,Jannik,Schuster,Schuster,0,0,0,0,0,0.00,0.00,0
Brentford,Kevin,Schade,Schade,2744,8,5,6,1,2.05,12.08,32
Brentford,Dango,Ouattara,O.Dango,2271,7,8,5,0,4.12,7.94,25
Brentford,Mikkel,Damsgaard,Damsgaard,2046,4,4,0,0,5.43,2.61,24
Brentford,Mathias,Jensen,Jensen,2239,3,2,3,0,6.06,2.21,26
Brentford,Vitaly,Janelt,Janelt,1434,1,4,8,0,2.27,0.82,15
Brentford,Antoni,Milambo,Milambo,45,0,0,0,0,0.01,0.00,1
Brentford,Fábio,Freitas Gouveia Carvalho,Carvalho,100,1,0,0,0,0.03,0.70,1
Brentford,Jordan,Henderson,Henderson,1911,1,3,6,0,2.31,0.33,22
Brentford,Yehor,Yarmoliuk,Yarmoliuk,2652,1,3,7,0,1.39,1.22,30
Brentford,Josh,Dasilva,Dasilva,2,0,0,0,0,0.00,0.08,0
Brentford,Jaidon,Anthony,Anthony,0,0,0,0,0,0.00,0.00,0
Brentford,Igor Thiago,Nascimento Rodrigues,Thiago,3282,22,1,7,0,1.83,20.60,37
Brentford,Kaye,Furo,Furo,1,0,0,0,0,0.00,0.00,0
Brentford,Callum,Wilson,Wilson,0,0,0,0,0,0.00,0.00,0
Brentford,Mamadou,Sangaré,Sangaré,0,0,0,0,0,0.00,0.00,0
Brighton,Bart,Verbruggen,Verbruggen,3420,0,0,3,0,0.06,0.00,38
Brighton,Carl,Rushworth,Rushworth,0,0,0,0,0,0.00,0.00,0
Brighton,Jason,Steele,Steele,0,0,0,0,0,0.00,0.00,0
Brighton,Ferdi,Kadıoğlu,F.Kadıoğlu,3130,1,2,6,0,3.31,2.06,34
Brighton,Olivier,Boscagli,Boscagli,799,0,1,2,0,0.47,0.05,9
Brighton,Maxim,De Cuyper,De Cuyper,1404,2,3,2,0,4.08,1.66,17
Brighton,Lewis,Dunk,Dunk,2837,1,1,10,0,0.56,1.83,31
Brighton,Diego,Coppola,Coppola,193,0,0,2,0,0.01,0.00,2
Brighton,Igor Julio,dos Santos de Paulo,Igor,103,0,0,0,0,0.00,0.00,1
Brighton,João Pedro,Loureiro da Costa,Costinha,0,0,0,0,0,0.00,0.00,0
Brighton,Michael,Svoboda,Svoboda,0,0,0,0,0,0.00,0.00,0
Brighton,Mitoma,Kaoru,Mitoma,1714,3,1,5,0,2.74,4.04,19
Brighton,Yankuba,Minteh,Minteh,2389,3,8,3,0,5.06,3.81,26
Brighton,Jack,Hinshelwood,Hinshelwood,1736,4,5,0,0,2.34,4.94,20
Brighton,Pascal,Groß,Groß,1636,1,6,2,0,3.95,1.39,18
Brighton,Georginio,Rutter,Georginio,1776,3,5,2,0,2.90,2.90,20
Brighton,Matt,O'Riley,O'Riley,202,1,0,0,0,0.18,1.21,2
Brighton,Diego,Gómez Amarilla,Gomez,2117,5,1,9,0,1.72,6.24,26
Brighton,Facundo,Buonanotte,Buonanotte,81,0,0,1,0,0.28,0.06,1
Brighton,Yasin,Ayari,Ayari,1921,3,4,1,0,1.15,2.70,20
Brighton,Mats,Wieffer,Wieffer,1901,2,4,8,0,1.86,1.92,23
Brighton,Carlos,Baleba,Baleba,1646,0,0,5,0,0.72,0.78,23
Brighton,Harry,Howell,Howell,92,0,0,0,0,0.03,0.00,1
Brighton,Tom,Watson,Watson,57,0,0,1,0,0.03,0.04,0
Brighton,Nehemiah,Oriola,Oriola,1,0,0,0,0,0.00,0.00,0
Brighton,Zadok,Yohanna,Yohanna,0,0,0,0,0,0.00,0.00,0
Brighton,Stefanos,Tzimas,Tzimas,132,1,1,0,0,0.11,0.44,1
Brighton,Charalampos,Kostoulas,Kostoulas,351,2,1,2,0,0.54,2.12,2
Brighton,Evan,Ferguson,Ferguson,0,0,0,0,0,0.00,0.00,0
Brighton,Pascal,Struijk,Struijk,2935,0,1,5,0,0.76,3.06,33
Brighton,Luka,Vušković,Vuskovic,0,0,0,0,0,0.00,0.00,0
Chelsea,Morgan,Rogers,Rogers,3280,10,8,7,0,4.32,6.84,37
Chelsea,Danny,Welbeck,Welbeck,2249,13,1,5,0,1.40,12.36,26
Chelsea,Robert,Lynch Sánchez,Sánchez,3040,0,1,3,1,0.04,0.00,35
Chelsea,Filip,Jörgensen,Jörgensen,378,0,0,0,0,0.00,0.00,3
Chelsea,Reece,James,James,1957,2,6,4,0,3.20,1.04,20
Chelsea,Trevoh,Chalobah,Chalobah,2780,3,1,3,1,1.03,1.44,31
Chelsea,Malo,Gusto,Gusto,2255,2,3,3,1,2.97,1.56,26
Chelsea,Wesley,Fofana,Fofana,1718,0,2,5,2,0.60,0.72,20
Chelsea,Benoît,Badiashile Mukinayi,B.Badiashile,470,0,0,2,0,0.06,0.00,6
Chelsea,Tosin,Adarabioyo,Tosin,788,0,0,2,0,0.40,0.11,8
Chelsea,Jorrel,Hato,Hato,1139,0,0,7,0,0.61,0.30,12
Chelsea,Levi,Samuels Colwill,Colwill,225,0,0,0,0,0.12,0.00,2
Chelsea,Mamadou,Sarr,M.Sarr,100,0,0,0,0,0.00,0.35,1
Chelsea,Josh,Acheampong,Acheampong,657,1,0,1,0,0.13,0.62,8
Chelsea,Marco,Palestra,Palestra,0,0,0,0,0,0.00,0.00,0
Chelsea,Axel,Disasi,Disasi,0,0,0,0,0,0.00,0.00,0
Chelsea,Cole,Palmer,Palmer,1954,10,2,5,0,2.49,10.55,24
Chelsea,Enzo,Fernández,Enzo,3114,10,5,10,0,7.26,11.26,35
Chelsea,Pedro,Lomba Neto,Neto,2629,5,7,2,1,6.84,4.59,30
Chelsea,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,839,2,5,4,0,2.14,2.91,12
Chelsea,Jamie,Bynoe-Gittens,Gittens,486,0,2,0,0,0.94,0.81,5
Chelsea,Moisés,Caicedo Corozo,Caicedo,2796,3,1,11,1,2.38,1.45,32
Chelsea,Roméo,Lavia,Lavia,374,0,0,0,0,0.55,0.21,4
Chelsea,Dário,Luís Essugo,D.Essugo,26,0,0,2,0,0.01,0.00,0
Chelsea,Geovany,Quenda,Quenda,0,0,0,0,0,0.00,0.00,0
Chelsea,João Pedro,Junqueira de Jesus,João Pedro,2658,15,9,5,0,1.96,14.91,31
Chelsea,Nicolas,Jackson,N.Jackson,0,0,0,0,0,0.00,0.00,0
Chelsea,Liam,Delap,Delap,1092,1,2,4,0,0.23,4.54,12
Chelsea,Marc,Guiu Paz,Marc Guiu,265,0,1,1,0,0.29,1.54,1
Chelsea,Shumaira,Mheuka,Mheuka,1,0,0,0,0,0.00,0.00,0
Chelsea,Emmanuel,Emegha,Emegha,0,0,0,0,0,0.00,0.00,0
Chelsea,Maxence,Lacroix,Lacroix,3085,1,2,4,1,0.83,2.45,35
Chelsea,Mike,Penders,Penders,0,0,0,0,0,0.00,0.00,0
Chelsea,Aaron,Anselmino,Anselmino,0,0,0,0,0,0.00,0.00,0
Coventry City,Frank,Onyeka,Onyeka,88,0,2,0,0,0.36,0.00,0
Coventry City,Oliver,Dovin,Dovin,0,0,0,0,0,0.00,0.00,0
Coventry City,Ben,Wilson,Wilson,0,0,0,0,0,0.00,0.00,0
Coventry City,Bobby,Thomas,Thomas,0,0,0,0,0,0.00,0.00,0
Coventry City,Liam,Kitching,Kitching,0,0,0,0,0,0.00,0.00,0
Coventry City,Milan,van Ewijk,van Ewijk,0,0,0,0,0,0.00,0.00,0
Coventry City,Jay,Dasilva,Dasilva,0,0,0,0,0,0.00,0.00,0
Coventry City,Kaine,Kesler-Hayden,Kesler-Hayden,0,0,0,0,0,0.00,0.00,0
Coventry City,Jake,Bidwell,Bidwell,0,0,0,0,0,0.00,0.00,0
Coventry City,Joel,Latibeaudiere,Latibeaudiere,0,0,0,0,0,0.00,0.00,0
Coventry City,Luke,Woolfenden,Woolfenden,0,0,0,0,0,0.00,0.00,0
Coventry City,Miguel,Brau,Brau,0,0,0,0,0,0.00,0.00,0
Coventry City,Aurèle,Amenda,Amenda,0,0,0,0,0,0.00,0.00,0
Coventry City,Jack,Rudoni,Rudoni,0,0,0,0,0,0.00,0.00,0
Coventry City,Matt,Grimes,Grimes,0,0,0,0,0,0.00,0.00,0
Coventry City,Tatsuhiro,Sakamoto,Sakamoto,0,0,0,0,0,0.00,0.00,0
Coventry City,Ephron,Mason-Clark,Mason-Clark,0,0,0,0,0,0.00,0.00,0
Coventry City,Josh,Eccles,Eccles,0,0,0,0,0,0.00,0.00,0
Coventry City,Victor,Torp,Torp,0,0,0,0,0,0.00,0.00,0
Coventry City,George,Shepherd,Shepherd,0,0,0,0,0,0.00,0.00,0
Coventry City,Loum,Tchaouna,Tchaouna,0,0,0,0,0,0.00,0.00,0
Coventry City,Raphael,Borges Rodrigues,Borges Rodrigues,0,0,0,0,0,0.00,0.00,0
Coventry City,Kaine,Andrews,Andrews,0,0,0,0,0,0.00,0.00,0
Coventry City,Haji,Wright,Wright,0,0,0,0,0,0.00,0.00,0
Coventry City,Brandon,Thomas-Asante,Thomas-Asante,0,0,0,0,0,0.00,0.00,0
Coventry City,Ellis,Simms,Simms,0,0,0,0,0,0.00,0.00,0
Coventry City,Jahnoah,Markelo,Markelo,0,0,0,0,0,0.00,0.00,0
Coventry City,Norman,Bassette,Bassette,0,0,0,0,0,0.00,0.00,0
Crystal Palace,Dean,Henderson,Henderson,3330,0,0,5,0,0.11,0.00,37
Crystal Palace,Walter,Benítez,Benitez,90,0,0,0,0,0.00,0.00,1
Crystal Palace,Daniel,Muñoz Mejía,Muñoz,2400,4,4,7,0,3.94,2.45,29
Crystal Palace,Chris,Richards,Richards,2825,1,0,4,0,1.56,2.42,31
Crystal Palace,Jaydee,Canvot,Canvot,1331,0,0,3,0,0.33,1.48,14
Crystal Palace,Tyrick,Mitchell,Mitchell,3253,1,3,6,0,2.53,1.59,36
Crystal Palace,Borna,Sosa,Sosa,99,0,0,1,0,0.07,0.04,0
Crystal Palace,Chadi,Riad Dnanou,Chadi Riad,550,0,1,2,0,0.13,0.33,6
Crystal Palace,Oscar,Mingueza,Mingueza,0,0,0,0,0,0.00,0.00,0
Crystal Palace,Ismaïla,Sarr,Sarr,2173,9,2,2,0,1.17,10.93,24
Crystal Palace,Brennan,Johnson,Johnson,1710,2,1,6,0,1.31,2.45,19
Crystal Palace,Adam,Wharton,Wharton,2552,1,6,4,1,7.47,1.52,29
Crystal Palace,Yéremy,Pino Santos,Yeremy,2074,2,2,4,0,6.12,4.53,26
Crystal Palace,Will,Hughes,Hughes,1560,0,1,7,0,1.94,1.11,19
Crystal Palace,Jefferson,Lerma Solís,Lerma,1722,0,5,7,0,1.48,1.84,18
Crystal Palace,Daichi,Kamada,Kamada,1899,0,2,3,0,3.24,1.64,22
Crystal Palace,Justin,Devenny,Devenny,785,1,0,0,0,0.39,2.38,7
Crystal Palace,Romain,Esse,Esse,40,0,0,0,0,0.04,0.00,0
Crystal Palace,Matheus,França de Oliveira,M.França,0,0,0,0,0,0.00,0.00,0
Crystal Palace,Cheick,Doucouré,Doucouré,0,0,0,0,0,0.00,0.00,0
Crystal Palace,Jesurun,Rak-Sakyi,J.Rak-Sakyi,0,0,0,0,0,0.00,0.00,0
Crystal Palace,Rio,Cardines,Cardines,90,0,0,0,0,0.16,0.02,1
Crystal Palace,Joél,Drakes-Thomas,Drakes-Thomas,7,0,0,0,0,0.00,0.00,0
Crystal Palace,Jørgen,Strand Larsen,Strand Larsen,2301,4,1,4,0,1.12,5.30,26
Crystal Palace,Jean-Philippe,Mateta,Mateta,2210,12,0,2,0,1.32,14.42,25
Crystal Palace,Eddie,Nketiah,Nketiah,414,2,0,2,0,0.46,1.77,2
Crystal Palace,Christantus,Uche,Uche,159,0,1,0,0,0.01,0.49,0
Crystal Palace,Remi,Matthews,Matthews,0,0,0,0,0,0.00,0.00,0
Everton,Jordan,Pickford,Pickford,3420,0,0,4,0,0.20,0.00,38
Everton,Mark,Travers,Travers,0,0,0,0,0,0.00,0.00,0
Everton,Tom,King,King,0,0,0,0,0,0.00,0.00,0
Everton,James,Tarkowski,Tarkowski,3330,2,3,8,0,2.10,2.53,37
Everton,Jarrad,Branthwaite,Branthwaite,678,1,1,1,0,0.11,0.34,7
Everton,Michael,Keane,Keane,2588,3,1,1,1,0.49,2.30,29
Everton,Jake,O'Brien,O'Brien,3118,1,3,6,1,1.00,1.67,35
Everton,Vitalii,Mykolenko,Mykolenko,2959,0,1,6,0,2.46,0.28,33
Everton,Nathan,Patterson,Patterson,238,0,0,0,0,0.04,0.03,3
Everton,Adam,Aznou,Aznou,0,0,0,0,0,0.00,0.00,0
Everton,Kiernan,Dewsbury-Hall,Dewsbury-Hall,2629,8,7,6,0,5.34,4.35,30
Everton,Iliman,Ndiaye,Ndiaye,2781,6,3,2,0,4.41,6.68,32
Everton,James,Garner,Garner,3413,2,7,12,0,6.18,2.10,38
Everton,Tim,Iroegbunam,Iroegbunam,1477,0,3,9,0,0.71,0.54,17
Everton,Dwight,McNeil,McNeil,1161,0,3,1,0,1.91,1.37,14
Everton,Tyrique,George,George,351,0,0,2,0,1.19,0.64,1
Everton,Carlos,Alcaraz Durán,Alcaraz,679,0,1,4,0,0.54,1.17,6
Everton,Harrison,Armstrong,Armstrong,524,0,0,0,0,0.22,0.79,6
Everton,Tyler,Dibling,Dibling,349,0,0,2,0,0.14,0.20,4
Everton,Merlin,Röhl,Röhl,675,1,1,0,0,0.35,0.67,6
Everton,Hayden,Hackney,Hackney,0,0,0,0,0,0.00,0.00,0
Everton,Norberto Bercique,Gomes Betuncal,Beto,1551,9,1,3,0,0.23,8.90,17
Everton,Thierno,Barry,Barry,1898,8,0,3,0,0.44,8.17,21
Fulham,Bernd,Leno,Leno,3420,0,0,3,0,0.02,0.00,38
Fulham,Benjamin,Lecomte,Lecomte,0,0,0,0,0,0.00,0.00,0
Fulham,Alfie,McNally,McNally,0,0,0,0,0,0.00,0.00,0
Fulham,Joachim,Andersen,Andersen,2882,0,1,7,1,1.83,1.43,33
Fulham,Antonee,Robinson,Robinson,1487,1,0,5,0,1.58,1.07,17
Fulham,Jorge,Cuenca Barreno,J.Cuenca,935,0,0,6,0,0.53,0.05,11
Fulham,Kenny,Tete,Tete,1791,1,0,2,0,1.46,0.92,21
Fulham,Calvin,Bassey,Bassey,2532,1,1,5,0,0.35,1.71,28
Fulham,Timothy,Castagne,Castagne,1838,0,2,4,0,1.47,1.50,20
Fulham,Alex,Iwobi,Iwobi,2420,4,3,3,0,4.70,1.91,29
Fulham,Emile,Smith Rowe,Smith Rowe,1909,3,1,1,0,1.12,4.71,22
Fulham,Kevin,Santos Lopes de Macedo,Kevin,1030,1,3,1,0,1.47,1.21,9
Fulham,Oscar,Bobb,Bobb,1030,0,2,1,0,2.10,1.47,11
Fulham,Sander,Berge,Berge,2904,0,3,5,0,1.50,1.54,34
Fulham,Tom,Cairney,Cairney,756,2,0,3,0,0.81,1.21,6
Fulham,Saša,Lukić,Lukić,1730,1,4,9,0,1.91,2.23,20
Fulham,Josh,King,King,1290,1,3,4,0,0.66,2.47,15
Fulham,Ryan,Sessegnon,Sessegnon,1816,3,3,0,0,1.80,1.60,20
Fulham,Harrison,Reed,Reed,89,1,0,0,0,0.45,0.13,1
Fulham,Rodrigo,Muniz Carvalho,Muniz,987,1,1,2,0,0.15,3.30,10
Fulham,Jonah,Kusi-Asare,Kusi-Asare,49,0,0,1,0,0.07,0.00,0
Hull City,Dillon,Phillips,Phillips,0,0,0,0,0,0.00,0.00,0
Hull City,Jack,Butland,Butland,0,0,0,0,0,0.00,0.00,0
Hull City,Harvey,Cartwright,Cartwright,0,0,0,0,0,0.00,0.00,0
Hull City,Thimothée,Lo-Tutala,Lo-Tutala,0,0,0,0,0,0.00,0.00,0
Hull City,John,Egan,Egan,0,0,0,0,0,0.00,0.00,0
Hull City,Charlie,Hughes,Hughes,0,0,0,0,0,0.00,0.00,0
Hull City,Semi,Ajayi,Ajayi,0,0,0,0,0,0.00,0.00,0
Hull City,Lewie,Coyle,Coyle,0,0,0,0,0,0.00,0.00,0
Hull City,Cody,Drameh,Drameh,0,0,0,0,0,0.00,0.00,0
Hull City,Ryan,Giles,Giles,0,0,0,0,0,0.00,0.00,0
Hull City,Matty,Jacob,Jacob,0,0,0,0,0,0.00,0.00,0
Hull City,Cathal,McCarthy,McCarthy,0,0,0,0,0,0.00,0.00,0
Hull City,Paddy,McNair,McNair,0,0,0,0,0,0.00,0.00,0
Hull City,Mohamed,Belloumi,Belloumi,0,0,0,0,0,0.00,0.00,0
Hull City,Liam,Millar,Millar,0,0,0,0,0,0.00,0.00,0
Hull City,Kieran,Dowell,Dowell,0,0,0,0,0,0.00,0.00,0
Hull City,Matt,Crooks,Crooks,0,0,0,0,0,0.00,0.00,0
Hull City,Regan,Slater,Slater,0,0,0,0,0,0.00,0.00,0
Hull City,Eliot,Matazo,Matazo,0,0,0,0,0,0.00,0.00,0
Hull City,Abdülkadir,Ömür,Ömür,0,0,0,0,0,0.00,0.00,0
Hull City,Abu,Kamara,Kamara,0,0,0,0,0,0.00,0.00,0
Hull City,Óscar,Zambrano,Zambrano,0,0,0,0,0,0.00,0.00,0
Hull City,Oli,McBurnie,McBurnie,0,0,0,0,0,0.00,0.00,0
Hull City,David,Akintola,Akintola,0,0,0,0,0,0.00,0.00,0
Hull City,Darko,Gyabi,Gyabi,0,0,0,0,0,0.00,0.00,0
Hull City,Enis,Destan,Destan,0,0,0,0,0,0.00,0.00,0
Hull City,Mason,Burstow,Burstow,0,0,0,0,0,0.00,0.00,0
Hull City,Matt,Targett,Targett,0,0,0,0,0,0.00,0.00,0
Hull City,Hidemasa,Morita,Morita,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Issa,Diop,Diop,812,1,0,2,0,0.05,0.80,8
Ipswich Town,Christian,Walton,Walton,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Alex,Palmer,Palmer,0,0,0,0,0,0.00,0.00,0
Ipswich Town,David,Button,Button,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Cédric,Kipré,Kipré,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Dara,O'Shea,O'Shea,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Leif,Davis,Davis,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Jacob,Greaves,Greaves,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Ben,Johnson,Johnson,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Darnell,Furlong,Furlong,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Marcelino,Núñez,Núñez,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Azor,Matusiwa,Matusiwa,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Wes,Burns,Burns,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Jack,Taylor,Taylor,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Jack,Clarke,Clarke,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Chiedozie,Ogbene,Ogbene,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Abdul,Fatawu,Fatawu,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Emersonn,Correia da Silva,Emersonn,0,0,0,0,0,0.00,0.00,0
Ipswich Town,George,Hirst,Hirst,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Jaden,Philogene,Philogene,0,0,0,0,0,0.00,0.00,0
Ipswich Town,Sam,Szmodics,Szmodics,0,0,0,0,0,0.00,0.00,0
